GENE	TCGA-04-1348	TCGA-04-1357	TCGA-04-1362	TCGA-04-1364	TCGA-04-1365	TCGA-04-1514	TCGA-04-1519	TCGA-09-0364	TCGA-09-0366	TCGA-09-0367	TCGA-09-0369	TCGA-09-1662
FABP4	0.1665	0.0771	0	0.414	0.082	0.2263	0	0.0724	0.0317	0	1.777	0.7505
FABP5L3	0.1	0.0755	0.1416	0.0576	0.2285	0.7702	0.1218	0.1387	0.2044	0	0.045	0.1956
FABP5	3.415	2.0857	2.8963	4.6653	2.9059	3.4707	3.187	3.3148	2.2651	2.0743	2.7234	2.2537
FABP6	4.7973	3.1687	3.0459	2.2889	2.5429	0.533	0	5.0249	1.1341	2.4567	4.1803	0.0674
FABP7	0	0	0	0	0	0	0	0.0715	0	0	0.0376	0
FABP9	0	0	0	0	0.1148	0	0	0	0	0	0	0
FADD	4.7552	5.2242	5.6375	4.6008	5.186	5.8539	5.2886	4.7881	4.0723	5.2303	5.1318	5.151
FADS1	4.242	2.2215	4.1771	5.1195	3.5536	5.3371	4.5491	4.7484	2.3012	2.4921	5.3031	2.3838
FADS2	6.4388	4.7264	5.8482	6.2876	6.5939	5.9461	6.1459	7.1126	2.8678	5.659	7.485	3.7995
FADS3	5.1953	4.0831	6.3271	5.3129	4.5955	4.5872	5.2753	5.053	4.867	5.6054	5.7535	4.5031
FADS6	0.0159	0	0.3084	0.1308	0.0375	0.1233	0	0.0653	0.0563	1.0203	0.0169	0.0192
FAF1	5.3394	4.8069	4.9732	4.9332	5.3098	5.4113	5.3104	5.0098	4.9777	4.843	4.6516	5.4473
FAF2	4.6419	4.523	5.7708	4.3512	5.0658	5.7206	4.1816	4.905	4.2544	3.557	4.2918	4.9121
FAHD1	4.6409	4.3142	4.7792	5.9957	4.5651	5.2398	5.2196	5.0563	3.9763	3.2031	5.1931	5.1993
FAHD2A	4.388	4.0108	3.8298	5.5721	3.801	3.8901	3.5872	4.7325	5.1894	3.6434	5.3086	3.7295
FAHD2B	3.0446	2.594	4.1143	4.6	2.1769	3.7518	2.4495	4.3435	3.4638	2.0417	4.8013	1.3216
FAH	3.4404	4.0614	3.94	5.0561	4.551	3.8007	6.0399	4.2922	4.9388	3.3243	5.674	4.13
FAIM2	0.5264	1.4548	0.4602	0.7267	0.8233	1.1205	1.2174	0.2454	2.0436	0.0994	0.6083	1.9806
FAIM3	1.2592	2.923	0.7296	0.3723	1.5589	1.1836	1.0982	0.236	1.5168	2.4341	0.7376	1.4332
FAIM	4.3678	4.0145	6.0928	4.7443	4.3172	4.9624	5.4179	3.8488	4.8582	3.0787	3.1832	4.1974
FAM100A	5.9712	5.3943	6.0185	5.4678	6.0992	6.0405	6.0246	6.4556	6.3856	5.4002	6.2083	5.6499
FAM100B	7.295	6.6658	7.4312	7.0263	7.4014	6.1649	5.5685	7.2872	7.4312	6.7943	7.1812	6.856
FAM101A	0.1919	1.1096	1.4347	0.0216	0.5365	3.4347	3.2764	4.5062	0.4311	0.0753	4.4242	1.2028
FAM101B	1.7314	2.0196	1.6787	3.8652	2.2809	3.4671	1.5263	2.0674	1.0165	0.7748	2.9727	2.4739
FAM102A	4.3515	4.379	5.559	4.4775	5.8067	5.2919	4.2573	4.5753	5.6509	4.5532	5.0312	4.8183
FAM102B	1.4218	2.1259	2.6985	1.6493	2.27	2.6902	2.2513	2.5772	2.6031	0.8235	1.3702	2.0402
FAM103A1	4.7912	5.0218	4.9373	5.4067	4.0726	4.7964	4.2445	4.8322	4.8335	5.3005	5.3797	4.5983
FAM104A	4.5545	4.407	4.8285	4.6347	4.8042	4.9009	4.0643	4.0746	3.5273	4.2247	5.0064	5.198
FAM104B	4.5887	4.5086	5.4475	5.4837	4.8047	5.9587	5.5435	4.544	4.8445	3.9784	4.4116	4.5151
FAM105A	1.9181	2.1251	1.6027	1.4469	3.9444	2.0615	0.8208	0.8447	2.7272	1.1262	1.4082	1.8426
FAM105B	1.8939	1.96	2.9157	2.0939	2.5403	3.0474	1.8631	1.7388	2.0968	0.9925	2.0601	3.2162
FAM106A	0.0228	0.0995	0.032	0.1485	0	0	0	0.2401	0.0303	0	0.0449	0.2287
FAM106C	0.03	0.0337	0.4238	0.0507	0.0698	0.0252	0	0.285	0.2253	0	0.1706	0.2659
FAM107A	4.6087	7.2104	4.8327	4.7238	3.7276	5.5258	8.4258	2.5058	1.76	5.2072	1.6954	6.4849
FAM107B	3.8025	4.5276	3.4127	3.8222	4.0103	4.9955	3.4278	4.8693	5.1941	3.0562	4.1631	3.9858
FAM108A1	6.1374	5.4693	5.4288	5.4472	5.172	5.0064	5.5121	5.735	5.6361	5.0322	5.6932	6.3057
FAM108B1	3.072	3.0299	3.92	3.2269	2.602	3.6788	2.451	3.4371	3.1738	1.7631	3.161	3.443
FAM108C1	3.9898	4.8877	4.6095	4.1307	3.9449	4.0665	3.5076	4.5746	4.1071	3.4755	4.2322	5.358
FAM109A	2.1436	2.0028	3.7641	3.4534	2.8277	4.0421	3.8483	4.0006	3.0174	1.7439	3.4914	2.6428
FAM109B	3.2223	2.5091	3.3068	2.7511	3.3097	2.9501	3.0503	3.2734	1.8048	2.717	4.4094	2.795
FAM10A4	3.2314	3.3494	3.7604	4.1157	3.3665	3.7112	3.2875	4.4297	3.6833	2.955	3.4435	3.3193
FAM110A	3.6463	4.1613	4.7697	6.31	4.6316	4.3328	4.1759	4.1048	5.447	4.9289	4.7742	3.6994
FAM110B	1.6329	1.8524	2.8929	2.967	1.9182	3.6035	3.8795	2.5675	1.9876	1.4736	4.09	2.0751
FAM110C	1.8993	1.9201	1.3094	1.944	1.9658	3.7902	3.7457	6.7892	3.3479	3.2648	3.2334	2.913
FAM111A	4.436	3.639	4.6616	4.6947	4.5871	4.3082	3.5995	4.0108	3.2902	2.7358	4.1983	4.1952
FAM111B	2.5096	1.4425	3.0139	2.3614	3.8454	2.7684	1.4934	1.9727	3.4081	1.0264	1.8423	3.1963
FAM113A	4.8721	4.7656	5.0507	6.7963	5.2003	5.849	6.8899	5.6637	5.5876	4.8995	6.8041	5.0396
FAM113B	3.4114	4.2709	2.4154	0.9658	3.1938	1.7589	1.0101	4.4124	4.5325	1.5048	1.5783	2.6722
FAM114A1	4.14	3.9407	4.8481	4.4887	4.6746	4.7151	5.3907	3.2705	4.2384	3.2045	4.1586	4.3669
FAM114A2	3.4505	2.6435	3.4881	3.2211	2.9575	3.6059	2.669	2.8431	2.4585	2.2528	2.527	2.8533
FAM115A	1.0296	1.5411	1.4832	1.8874	1.4428	4.1955	2.2268	2.5148	1.1729	0.9621	2.6785	1.3192
FAM115C	1.7768	1.8197	1.9198	2.0815	2.1271	2.2763	1.8046	0.8036	2.0753	2.285	1.5842	1.6443
FAM116A	3.2126	3.1536	3.2649	2.4682	2.6572	3.5255	3.2373	3.8718	2.5906	2.268	2.2338	3.3749
FAM116B	2.7898	4.0343	3.902	2.2277	3.4309	3.0694	3.3356	3.3361	5.3279	3.8597	4.0696	3.1561
FAM117A	5.0351	4.2011	4.6013	5.2737	4.9142	5.2839	5.3828	4.8767	4.113	4.0859	5.1345	4.1862
FAM117B	2.4784	2.1762	2.4498	3.6652	3.1911	4.5406	3.6364	4.7767	2.5993	2.0159	2.5386	2.9119
FAM118A	3.0441	2.7874	2.9119	3.815	2.3338	3.1387	2.7017	3.272	3.2403	1.483	3.1629	2.6887
FAM118B	3.2637	3.2514	4.776	4.3908	3.9753	3.4871	3.6814	3.5696	3.3508	4.406	4.4944	3.7276
FAM119A	3.2262	2.8067	3.1271	3.72	3.5542	4.4006	4.0214	3.5436	3.6379	3.3098	3.2135	3.082
FAM119B	2.9035	3.0864	2.8593	3.1442	2.4269	3.1813	4.2783	2.9152	3.3887	2.5754	2.6735	3.6491
FAM120AOS	5.2578	4.5668	6.6355	5.2855	5.3736	6.1392	5.0533	5.0225	5.5987	4.4018	5.3271	5.7673
FAM120A	7.2196	6.6023	7.5281	6.4567	6.924	5.8198	6.4739	5.4428	6.1521	5.1891	5.8683	7.1423
FAM120B	2.9006	3.0643	3.6642	3.9258	3.1031	4.541	3.291	4.0348	4.5313	3.5452	4.2073	3.5177
FAM120C	3.3419	2.667	2.8935	1.8501	2.8708	3.8467	2.952	2.3665	3.2316	1.2837	2.6136	2.7896
FAM122A	3.273	3.1235	4.691	3.1418	2.346	3.6138	3.3851	3.2376	3.6378	2.587	3.0724	3.5582
FAM122B	4.4455	4.0777	4.5135	4.5653	4.6973	5.5768	3.8275	4.0081	4.4544	3.5871	3.3808	4.5264
FAM122C	1.6445	1.4988	1.4041	1.6327	1.9624	3.066	1.3271	1.3297	1.9033	1.2478	1.6044	1.45
FAM123A	0	0	0.0128	0.046	0	0	0	0.0188	0	0	0	0
FAM123B	1.3777	2.0341	2.2315	2.1339	1.5804	3.1167	2.2182	2.6731	1.5317	0.6391	1.8791	2.3417
FAM123C	0.0201	0	0.0503	0.0206	0.0329	0.5772	0.0789	0.1511	0	0	0.3444	0
FAM124A	3.2379	1.4822	2.3658	3.5243	2.5374	3.3473	3.9561	3.1702	2.6344	2.5439	1.9615	5.4259
FAM124B	0.2512	0.2791	0.194	0.1854	0.164	0.3141	0.246	0.2772	0.3917	0	0.5798	0.507
FAM125A	6.228	5.8742	5.5326	7.3682	5.9454	6.9509	6.7479	6.8703	7.0542	7.0015	6.5647	6.5818
FAM125B	2.2069	2.5187	2.7028	3.327	2.6599	4.4913	2.1467	4.1865	2.9616	1.3977	3.5403	3.1033
FAM126A	1.8528	0.9697	0.9328	2.2648	1.438	2.6419	1.9918	1.7847	1.1658	0.6509	1.9827	1.5171
FAM126B	1.8715	1.8795	2.6657	1.985	1.8327	2.1773	1.995	1.45	1.6925	1.2216	1.3046	2.1342
FAM127A	6.7984	6.0466	7.2843	8.5236	6.3729	8.5828	7.5251	6.0383	6.2322	6.7529	8.5161	6.103
FAM127B	7.0725	6.6688	7.3896	7.8494	6.8979	8.2553	8.1187	6.3913	7.7538	7.6	7.8554	6.8764
FAM127C	2.5193	3.2695	4.3963	5.368	4.0233	6.896	6.0809	3.9142	3.3213	3.5644	5.2479	4.0324
FAM128A	6.3411	5.7914	4.6049	7.4347	7.1993	6.0934	7.2069	6.5454	6.7965	6.7008	7.9365	6.9081
FAM128B	7.5157	7.1283	7.0603	8.0971	8.0041	7.3299	8.5165	7.5427	7.9734	7.8078	8.7256	7.5974
FAM129A	1.8979	2.2476	1.397	0.2997	1.8951	1.0507	1.3681	0.5755	3.8214	2.3817	1.9062	2.7794
FAM129B	6.1027	6.2729	7.2179	5.388	6.9352	6.3575	5.4463	5.4663	7.9002	6.27	6.2416	7.4941
FAM129C	0.1297	0.137	1.1798	0.1617	0.2876	0.5038	0.1089	0.2146	0.1837	0	0.1315	0.2221
FAM131A	4.0331	3.5774	4.5778	4.2053	4.6916	5.2785	4.0913	4.2965	4.9538	3.0095	5.7669	4.0634
FAM131B	0.3175	0.4634	0.2426	0.1938	0.6314	1.2635	1.5691	0.7985	0.6348	0.1667	1.3706	0.5703
FAM131C	0.9159	0.2285	1.9826	1.2638	1.0222	2.7253	1.5406	1.7557	2.8881	1.7135	2.6153	0.7621
FAM132A	0.341	1.1901	2.1623	0.4046	2.4063	0.4762	0.0495	1.3078	2.1767	2.621	2.6128	0.3776
FAM133A	3.7394	0.0714	0.0226	0.094	0.2046	1.794	0.8383	0.1132	1.783	0	0.0215	0.0667
FAM133B	1.5744	2.1385	2.3268	2.5013	2.3706	3.1256	2.2327	2.06	1.7794	1.1738	1.7444	2.0281
FAM134A	6.6751	6.14	6.7094	6.5181	6.5503	6.6708	7.2379	6.3862	6.6293	6.149	5.9203	6.7549
FAM134B	0.981	0.8409	1.7411	2.1629	1.6899	5.0363	2.1144	0.807	2.1501	1.6945	2.624	3.0899
FAM134C	3.5668	4.4864	5.0447	4.0117	3.7584	4.8379	4.1023	4.2062	3.99	3.0639	4.2024	4.1788
FAM135A	2.2978	3.0108	3.1936	2.9968	3.2849	4.4524	2.42	2.3658	3.1999	1.4436	2.5989	3.5239
FAM135B	0.0426	0.0404	0.3469	0	0.0752	0	0.5944	0.3387	0.7474	0.2817	0.8078	0.241
FAM136A	6.2231	5.0118	6.9545	6.7285	6.774	6.8483	6.1792	6.5683	6.0333	4.3212	6.8585	6.8508
FAM136B	0	0	0	0	0.2075	0.3101	0	0.6314	0.1629	0	0	0
FAM138B	0	0.0548	0	0	0	0	0.2502	0	0.0222	0	0	0.1962
FAM138D	0	0	0	0	0	0	0	0	0	0.0494	0	0
FAM138E	0	0	0	0	0	0	0.3608	0	0	0	0	0.0297
FAM138F	0.0246	0	0	0.0417	0.0293	0.0418	0.8644	0.1004	0.1078	0.1204	0	0.5233
FAM13AOS	0.3273	0.5315	1.0405	0.188	0.8622	0.4629	0.1554	0.5857	0.9453	0.0746	0.27	0.4287
FAM13A	2.5652	3.2546	4.0328	2.2072	4.2804	2.1538	3.3535	3.3862	4.402	2.0669	3.2552	3.4869
FAM13B	2.8438	3.5472	3.0697	3.2511	3.4026	4.1354	2.501	3.1957	2.3547	2.2174	2.5576	3.3979
FAM13C	0.5345	0.4799	0.4277	1.7729	0.2272	3.618	1.8771	0.4496	0.1849	0.0708	1.757	0.8806
FAM149A	1.7954	0.94	2.4202	2.6685	0.8311	1.3884	2.0016	0.8876	2.2476	0.4238	1.1794	1.4104
FAM149B1	2.714	3.5275	3.9897	3.4109	3.412	4.2084	3.9333	3.7551	2.754	2.4119	3.3515	4.3507
FAM150A	0.0256	0	1.8719	0	0.8293	0.0856	0.5449	1.789	0	0.1247	0	0.5054
FAM150B	0.5203	2.0591	1.5418	1.8337	0.4016	2.2279	3.1954	3.1683	0.8302	2.5316	0.1002	2.4364
FAM151A	0.0201	0.0502	0.1721	0	0.0681	0.1777	0.0748	0.0391	0.0694	0	0	0.041
FAM151B	0.3706	0.8823	0.8388	0.9108	0.3665	1.1224	0.5564	0.5197	1.2865	0.3898	0.5541	0.5936
FAM153A	0.5687	0.1247	0.2459	0.1166	0.1309	0.4134	0.2851	0.3315	0.3891	0.4505	0	0.1389
FAM153B	0.5373	0.3121	0.0351	0.0696	0.0722	0.2849	0.1519	0.0512	1.6964	0.5183	0	0.7015
FAM153C	0.4269	0	0	0	0	0.1185	0.2238	0.2531	0.0517	0.1517	0	0.0692
FAM154A	0	0.0359	0.0228	0	0.1104	0.027	0.167	0.0332	0.1639	0.0322	0.0213	0
FAM154B	0.5824	1.1384	1.7596	0.5674	0.4462	1.3507	0.6105	0.4096	0.8752	0.1526	0.2678	0.2677
FAM155A	0.1444	0.1276	0.2224	0.0979	0.0533	0.9599	0.1259	1.2783	0.1286	0.0262	0.0174	0.1572
FAM155B	0.7564	3.0187	2.0434	1.1208	2.2411	3.8805	3.6167	0.8379	0.184	0.1561	0.5913	2.2099
FAM156A	3.962	3.6575	3.6897	2.8595	2.9786	5.1769	3.9903	3.7766	5.0109	2.472	4.4003	4.2496
FAM157A	0.3017	0.5694	1.1494	0.7112	0.519	0.2466	0.3182	0.5577	1.086	0.2254	1.1815	0.3773
FAM157B	0	0	0	0	0	0.1059	0	0	0.057	0	0.0562	0
FAM158A	4.9331	3.6544	3.9988	4.5225	4.6837	4.3285	4.5445	4.5894	4.34	3.8461	4.3481	4.5584
FAM159A	0.6383	1.8094	1.2172	0.6165	0.8791	0.4716	0.4329	0.5794	3.2202	1.5008	0.6586	0.8157
FAM160A1	0.6906	0.8417	1.9226	0.9228	1.273	1.5095	2.246	1.3812	1.5808	0.9395	1.9676	2.203
FAM160A2	3.7112	3.3085	4.1186	3.6382	3.0663	4.7358	4.5501	5.4558	4.7489	2.9634	4.4997	4.1879
FAM160B1	2.4819	2.7419	3.2545	2.4323	2.4508	3.9116	3.0019	3.3435	2.4787	1.7832	2.2489	2.8723
FAM160B2	3.1216	3.8486	4.6206	3.9325	3.7828	4.4523	4.5393	5.1445	5.066	2.6107	5.7412	3.8992
FAM161A	1.7461	1.0846	1.6476	3.2614	2.5688	3.6591	3.394	2.5831	1.2142	0.3262	2.6241	2.0979
FAM161B	0.9593	1.5508	1.6386	1.5823	1.0874	3.5483	2.6252	2.1326	1.9903	1.1784	1.2744	1.9239
FAM162A	7.5501	7.0416	7.6214	7.4637	7.3649	6.0953	7.2306	6.0668	7.3351	8.059	6.9221	6.6548
FAM162B	1.49	0.4242	1.523	1.664	2.3042	2.1867	0.7932	0.5248	1.2885	0.4491	3.3034	1.6188
FAM163A	0.0176	0.1693	0.1537	0.2624	0.031	0.4412	0.1674	0.8008	0.0842	0	0.8493	0.1516
FAM163B	0	0	0.2767	0	0.0815	0.9747	0.1234	0.27	0.063	0.3151	0	0
FAM164A	2.3943	2.5859	2.2858	4.2403	2.3696	3.7509	4.0719	3.1606	1.6974	1.19	2.6114	2.9955
FAM164C	1.5599	1.8746	2.1399	2.5503	2.059	3.1755	2.5861	1.7121	2.2282	1.9558	2.3529	1.3329
FAM165B	5.0692	4.6783	4.7909	5.3776	3.5274	5.3987	4.6454	4.3499	4.7187	4.0521	4.6224	3.4359
FAM166A	0.0971	0	0.3185	0.2366	0.1142	0.1618	0.0888	0.101	0.5694	0.0496	0.1572	0.03
FAM166B	2.1881	1.6003	3.7098	4.276	3.4484	3.5556	0.9969	1.25	3.469	1.6805	2.6338	0
FAM167A	2.076	0.3887	2.7588	2.1933	1.6604	1.9098	2.5213	4.9768	2.0266	0.4275	1.3297	1.0689
FAM167B	1.6307	2.2376	2.1235	1.4573	2.2466	2.3937	2.0552	1.0088	1.9916	1.1287	3.5497	2.2723
FAM168A	2.7442	3.4581	3.5708	2.9836	4.0943	5.1506	3.8498	3.8441	2.8866	3.436	3.8956	3.7955
FAM168B	3.8504	4.0896	4.1792	4.9306	4.6383	5.857	4.9843	5.868	4.4831	3.4552	5.2564	5.2556
FAM169A	1.4572	1.1888	1.4434	2.7666	0.3677	3.1412	2.0411	2.0027	1.0976	0.1725	1.8306	0.6325
FAM169B	0	0	0.0949	0	0	0	0	0	0.0069	0	0	0
FAM170A	0.077	0.0487	0	0.1765	0.0513	0	0	0	0	0	0.0296	0
FAM170B	0.0192	0	0.0272	0	0	0.0324	0	0	0.0172	0	0	0
FAM171A1	3.5719	4.1977	4.2463	4.8607	4.7932	6.035	5.0871	5.3307	3.748	4.3466	4.8141	5.5718
FAM171A2	2.2782	3.3387	4.2928	5.4486	4.6333	7.4679	6.2406	6.239	4.4305	3.3981	6.9291	3.7636
FAM171B	1.2788	3.0325	2.6739	1.4193	3.071	3.0043	0.79	1.5437	1.0194	0.4701	2.0778	2.6751
FAM172A	3.1746	3.0653	2.984	3.7507	2.6222	4.748	2.8068	2.7721	3.4137	2.8015	2.996	3.3255
FAM173A	4.4674	4.7728	4.7031	5.0531	4.4015	4.2088	5.1878	4.7852	4.8833	4.5584	5.638	4.6044
FAM173B	3.7371	3.2976	3.9811	3.9299	3.7041	4.07	2.8457	2.388	2.6963	2.6613	3.564	4.6195
FAM174A	3.729	3.7397	4.0217	4.0428	3.3556	3.956	2.8704	2.9486	4.4463	4.0184	4.0848	2.9894
FAM174B	2.7562	5.0238	5.8946	3.8713	4.5464	4.2937	3.5508	3.9623	3.9086	3.973	3.6146	5.9127
FAM175A	1.7808	3.4807	2.9329	3.2795	2.4437	4.0315	3.9289	3.3306	2.5096	2.1022	2.7276	2.8918
FAM175B	3.939	3.6733	4.0262	3.456	3.8627	4.3125	3.9497	3.511	3.3817	2.7581	3.573	4.0424
FAM176A	2.7287	2.7748	3.721	2.5729	3.9726	2.8766	4.2495	1.1873	4.0635	2.8592	2.1059	4.155
FAM176B	4.7103	4.7189	6.137	6.494	5.9238	5.074	6.1313	6.5607	6.5482	5.3712	7.5465	4.5322
FAM177A1	3.7799	3.8836	3.2985	3.5727	3.9008	5.2177	3.9898	3.8533	3.6139	3.5327	3.6126	3.6315
FAM177B	0.06	0.2128	0	0.0344	0.0475	0.1	0.0727	0	0.7292	0	0.1043	0.0245
FAM178A	2.9714	2.7812	3.1229	3.0083	3.2653	4.5137	3.0193	3.1885	2.7435	1.8294	3.0378	3.3676
FAM178B	0.9975	4.729	2.3044	1.1747	4.5014	2.1295	5.9708	1.5125	2.026	2.4241	1.2336	4.6851
FAM179A	0.5531	0.9434	0.3627	1.5336	0.5568	1.641	0.3929	1.3439	1.6059	0.3929	0.9302	0.1069
FAM179B	1.8067	3.3251	2.7515	2.7109	3.0446	4.4258	3.4422	3.1486	2.7374	2.1996	1.8501	3.2677
FAM180A	0.1275	0.9552	0.1027	0.0495	0.1604	0.8115	1.1367	0.0474	0.153	0.6074	0.4381	1.185
FAM180B	0.1317	0.0436	0.2552	0.3549	0.1546	0.1274	1.2605	0	0.0689	0.1144	0.2177	0.0467
FAM181A	3.0028	3.2846	2.1219	2.1555	3.3397	5.1495	5.0681	2.3599	3.6893	3.657	0.6862	6.0726
FAM181B	0.8835	0.576	1.3771	1.4822	0.2621	1.5006	2.2731	2.5521	0.3798	0.8308	0.8614	0.5634
FAM182A	0	0.0111	0	0.025	0.0456	0.3327	0.2758	0.0792	0.0514	0.0864	0.026	0.1081
FAM182B	0.9849	0.1552	0.3797	0.9007	0.9597	2.377	0.7732	0.9544	0.306	1.0498	0.9313	0.8485
FAM183A	0.1857	1.6575	2.7256	4.4448	4.1364	3.5241	2.1484	2.7719	3.4341	3.0158	0.6264	0
FAM183B	0.24	0	0.0454	0.6579	0.2951	0	0.1681	0	0.0711	0.0324	0.0426	0.0195
FAM184A	0.7295	0.2732	0.3878	1.5335	0.3633	1.3443	0.0521	0.7573	0.4751	0.0489	1.2784	0.1892
FAM184B	0.0071	0	0	0.0614	0	0.0345	0	0.1114	0.0063	0	0.0193	0.0083
FAM185A	2.3711	2.3001	1.537	2.5937	1.9377	3.4939	2.7032	2.3702	1.8486	1.8083	2.0705	2.5006
FAM186A	0.1034	0.1698	0.2205	0.0226	0.1129	0.2188	0.0534	0.1251	0.2687	0.0166	0.022	0.0317
FAM186B	0.6199	0.472	0.7398	0.3075	0.3449	0.6452	0.5093	0.6437	0.5455	0.2263	0.9404	0.4497
FAM187B	0	0	0.0332	0.0783	0	0.0397	0	0	0.1418	0	0	0.0283
FAM188A	3.8758	3.1341	3.6227	3.7109	3.007	4.2511	3.9961	2.927	3.4185	3.8425	3.5806	3.54
FAM188B	3.6289	3.0453	3.3574	3.6569	3.3565	2.7703	2.0124	3.6444	3.8119	3.5703	3.3935	2.5481
FAM189A1	0.0226	0.0749	1.2794	0.583	0.4135	1.4447	0.7766	3.1085	0.9455	0.3059	1.2947	0.5311
FAM189A2	0.9265	0.4806	2.1849	0.8737	1.7594	4.1347	1.6695	0.1474	2.1962	0.7778	1.1853	2.3551
FAM189B	5.1393	5.1582	4.3866	6.383	4.7865	5.9792	6.5468	6.5502	6.3501	4.8571	6.6168	5.261
FAM18A	1.7192	1.3363	0.5827	1.8389	0.4907	3.7098	3.2743	0.4094	0.6352	0.9075	1.3156	1.0176
FAM18B2	2.4636	2.3116	2.2307	2.2123	1.0718	3.0585	2.0362	2.5699	2.242	1.4759	2.3873	2.3486
FAM18B	3.6473	4.0297	4.3428	3.9218	1.0871	4.5106	4.0379	3.2281	3.8198	3.3266	3.7443	3.8183
FAM190A	0.892	0.8897	2.2405	0.394	0.6634	1.2056	1.2193	0.9506	0.7795	0.1564	0.5977	0.3806
FAM190B	2.2533	2.939	3.5641	2.4263	2.2119	3.6758	2.7038	3.0171	2.3858	1.7983	2.4217	3.0678
FAM192A	5.2957	5.5059	4.3626	4.8925	5.0641	6.2558	5.3686	6.1688	4.7942	4.1148	6.0541	5.1606
FAM193A	4.1167	3.8724	4.2141	4.7314	4.2302	4.2629	4.1443	4.7634	4.0077	2.5955	4.1048	4.4299
FAM193B	3.9663	4.0824	4.9363	3.7797	4.1412	4.6141	2.7692	4.8825	4.4591	2.5312	4.1614	3.2489
FAM194A	0.3215	0.111	0.3085	0.3311	0.144	0.1429	0.1758	0.1274	0.1101	0.0256	0.306	0.0605
FAM194B	0	0	0	0	0	0.1542	0.0348	0	0	0.0383	0	0
FAM195A	6.4663	5.6324	5.2738	5.0303	6.1852	3.6002	6.5638	6.4396	5.6706	6.1484	6.7972	6.2284
FAM195B	5.9197	6.7538	6.0056	6.9641	6.7325	8.3469	5.9917	7.8869	6.9266	6.7515	8.4366	7.3108
FAM196A	0.1031	0.1012	0.1263	0.0212	0.0837	0.4256	0.0475	0.3237	0.022	0.0125	0.1793	0.0929
FAM196B	0.0286	0.1533	0.0496	0	0.058	0.5646	0.0639	0.0582	0.0253	0	0	0.3302
FAM197Y2	0	0	0	0	0	0	0	0	0	0	0	0
FAM198A	1.7686	0.1881	1.9218	2.2874	0.4024	2.5951	0.8109	2.9826	0.5773	0.5355	2.146	1.7938
FAM198B	2.1448	2.8477	1.9945	2.1457	2.2427	3.6708	1.4405	2.7712	2.8367	0.7742	3.1856	3.2853
FAM199X	3.1879	3.2385	4.3031	2.6742	3.7632	4.1412	3.9256	3.1649	3.8494	2.3493	2.6641	3.8812
FAM19A1	0	0.0243	0.0639	0.2788	0.0181	0.0256	0.1082	0.1721	0.0407	0	0.6701	0.1697
FAM19A2	0.4445	0.9262	0.0429	0.7199	0.2564	1.372	1.8045	0.5092	0.204	0.324	0.8926	1.2127
FAM19A3	0.2219	0.4134	0.4559	0.9078	1.4768	1.1533	1.8348	1.4993	0.595	0.6804	0.9505	0.7589
FAM19A4	0.0122	0	0.0672	0.0206	0	0	0.1275	0.1671	0.0108	0.0243	0	0.0576
FAM19A5	0.463	1.5729	3.1714	0.3285	2.5368	1.8403	0.6115	2.113	0.2591	2.268	2.0871	3.2185
FAM200A	3.1408	3.4245	3.1254	3.607	3.0224	4.6436	3.7223	3.1381	2.6454	1.711	2.2749	3.2993
FAM200B	2.7222	3.0913	3.9521	4.1941	3.586	3.367	4.0318	3.1379	3.1604	3.0967	3.9981	2.8345
FAM20A	1.6232	3.9118	4.2844	0.3404	4.856	0.9079	3.6838	1.2196	3.7395	3.7475	3.0667	4.507
FAM20B	3.105	4.4126	3.8185	3.6372	3.6815	5.3894	4.192	4.4398	3.4549	2.8649	4.4007	4.1598
FAM20C	3.2721	3.0688	5.984	1.5079	4.5759	4.5474	7.0219	2.8203	5.3283	5.5674	3.6241	5.3927
FAM21A	1.08	2.4111	2.9994	2.1728	2.9329	3.5869	3.4744	2.2579	2.8195	1.8941	2.2368	2.858
FAM21B	3.3082	3.2504	3.1433	3.2283	3.5806	4.191	3.4265	3.3607	3.2263	1.6308	2.7368	4.2291
FAM21C	4.8678	3.9753	4.5249	4.4632	3.9012	5.0155	4.6601	3.9189	4.2483	3.0705	3.6231	4.3581
FAM22A	0.4858	0.5829	0.9565	1.3289	0.6288	1.4947	1.0144	2.0568	1.1616	0.315	0.9128	0.5653
FAM22D	1.0941	1.4535	1.7107	1.6742	0.7603	3.0853	2.0466	2.9013	1.5709	1.1857	2.2726	1.3054
FAM22F	0.2075	0.0668	0.3964	0.1786	0.1146	0.2473	0.0363	0.5076	0.2999	0.0401	0.3132	0.3157
FAM22G	0.1426	0.079	0.3513	0.0605	0.1979	0.1987	0.0279	0.2974	0.2318	0.0155	0.0994	0.2598
FAM23A	0.0337	0.0324	0.0664	0.1114	0.0558	0.0238	0.0088	0.0492	0.1154	0.0289	0.0734	0.0598
FAM24A	0	0	0	0	0	0	0	0	0	0	0	0
FAM24B	2.5479	1.5392	2.5746	2.2294	2.9587	3.2328	2.6384	1.3657	0.8088	0.8905	2.3884	1.8934
FAM25A	0	0	1.176	0	0	0	0	0	0.2147	0.2274	0	0
FAM25B	0	0	0	0	0	0	0	0	0.1234	0.4618	0	0
FAM26D	0.0414	0	0.0296	0.0353	0	0.2598	0.0748	0	0.2727	0.0417	0.0546	0
